org_id freebase_id
1724 10655
2957 3052
2785 6177
1355 433
2111 12222
3303 694
1221 10437
1022 4220
2914 9310
1806 9625
2256 7578
268 3005
698 3373
1588 4817
1742 295
3098 13860
1023 14088
792 13002
2257 10905
137 8840
1925 3159
1310 7324
3176 12215
562 11251
1024 1177
3819 14003
2259 4164
2561 7895
1594 8195
1589 4783
1356 2451
1187 4548
2112 12711
1099 5394
2399 7315
2645 772
2690 3594
1880 3687
2646 11374
306 7879
1455 13991
2647 1938
3352 1187
2915 2686
2777 10073
2027 3482
138 11103
3229 3196
1025 11533
1321 12623
2113 6598
35 13848
2786 8664
2778 6717
307 202
3562 12992
1026 6653
1807 2714
3820 10967
2260 4207
2028 11086
3043 7876
1027 7214
1222 407
1881 6906
2261 2309
563 4067
1595 2360
2262 2518
2314 7155
1726 13699
3099 5129
1744 6843
2648 7922
1488 6766
2139 13093
2649 5497
308 11227
1060 11478
2114 705
1809 9609
1322 13069
2115 4156
1100 4504
3430 3177
2116 6831
2029 5161
6 12873
2117 7536
1223 3723
3044 7313
2118 4810
3354 6634
1188 5384
2119 7413
3100 2601
1596 808
309 13485
2120 2001
2140 12587
1489 6028
2121 10190
3431 1290
1810 12032
2122 3160
1323 1797
2123 7659
2691 13575
2013 7718
2124 13178
3230 10930
3045 1202
2125 3287
3355 9404
1746 7234
2126 1990
170 10551
3688 6143
2128 12845
3604 10854
1324 13867
2129 3584
310 10399
3432 3096
2130 2557
1490 12552
3821 1691
2132 2042
2180 1544
3046 7694
2133 5999
2315 5996
918 14531
1811 12455
1028 5597
1189 9187
3101 6969
1029 2196
3689 13200
448 6287
1030 3924
2526 5143
3231 6103
1031 12311
3433 4397
311 2547
1032 2968
1325 10545
838 2002
1033 9852
1061 8194
2692 8726
1034 12325
2787 11392
2316 4233
1035 11238
2400 13345
3605 11668
1036 13061
2916 11895
2181 4369
1037 11398
1190 5202
1101 1700
1038 14084
3690 7891
1040 9036
3724 10700
2527 8014
1224 3197
1041 13446
3304 14595
2031 10416
1042 8369
1597 881
2959 6807
1043 14249
1326 3487
449 11908
1044 8484
1747 9654
1926 7450
1045 8026
3048 7827
2562 5320
1062 11919
3232 2260
2788 6928
1493 6559
2401 10589
839 12381
1191 875
312 14476
2528 14042
1812 9368
398 541
3469 13718
3049 9696
2317 3957
796 12719
1629 5509
1192 12751
3102 12217
3691 400
450 9622
2654 9584
2032 1344
2014 13783
1102 13192
1598 5420
36 8096
2917 7853
3725 8700
3563 4456
1225 9482
139 12180
3357 1010
3050 4351
1494 8742
399 4968
1357 11272
2402 7839
1814 13203
2015 788
840 13421
3051 2114
2960 6895
400 5083
3233 3953
3564 399
2824 4756
1327 2109
451 11748
2033 2663
1456 2851
270 356
1103 6943
2918 14674
3358 5681
2789 9706
1358 3048
2278 933
1495 2610
1328 5367
841 10871
2693 1291
3177 12435
3871 7127
271 947
2141 5954
452 630
942 1803
1193 2348
3359 12224
2919 7274
1927 207
2016 14134
2279 513
1359 12620
1329 13854
842 3764
272 4402
3470 9982
2142 10361
564 8488
2920 9672
2446 13776
2280 4481
3360 8439
1882 5192
3726 9046
1457 2335
2961 12656
3471 10627
1748 13542
313 12476
656 10725
2447 11069
2921 4199
141 319
1226 13786
565 5637
2281 4197
3361 6909
7 7940
2182 11353
919 10968
314 9271
3052 14192
1360 2832
1883 5620
566 4887
3823 6788
943 3780
657 3174
3606 13499
273 3461
3362 14046
2922 4478
3473 5119
2282 6069
1104 1795
8 10171
3236 8936
1884 5205
1227 6903
1749 726
1361 12839
1330 10153
567 3115
3692 11020
171 10969
143 14048
1815 690
3824 1579
1228 1976
2283 4989
1631 13086
1885 4022
2564 5886
1750 196
700 3248
3053 13505
2034 6813
2403 9376
3475 4861
659 2592
1496 5163
144 8191
1816 1757
531 11671
1230 10086
10 1056
1632 7415
798 7110
3728 1586
1194 12647
3238 5325
3434 681
2183 13765
1886 10330
944 9633
3565 6523
2694 8776
2404 10586
3363 2836
2791 7376
701 1070
2656 7601
3476 2998
799 4813
1817 1115
3825 1872
1231 8679
3435 5941
1633 7267
2925 12905
38 4843
3055 13567
2035 4335
401 13092
3239 12041
2405 12389
3872 4443
2017 11562
1497 8905
11 4708
2184 12409
3436 7618
3056 1267
2825 1327
3178 12134
172 12402
2406 12011
568 7745
532 8474
3103 13798
2529 9043
1363 1180
3437 2520
3477 14204
1635 1064
3306 14435
1498 6377
3057 9234
945 3605
1752 2337
2962 12023
3179 579
1105 4244
274 6349
2036 4649
3826 5906
3307 10680
3364 8247
1196 11966
3873 2168
2792 12859
2185 3761
2926 11965
1928 13056
3180 1173
2318 5065
3827 7292
3478 13198
2530 7440
569 7159
1063 7478
453 4411
1753 5362
2963 8939
3308 5542
2037 14586
2793 4717
3874 4286
12 12726
315 14132
2794 13759
2964 8820
1064 12491
3479 12366
1331 5642
2319 4992
1887 9030
1365 10457
800 458
2038 2255
2284 2181
3875 561
1065 1841
3104 10421
3309 2599
39 6290
2320 2435
1332 3318
1636 1190
1066 126
3828 11331
2565 11526
3693 8538
3365 13106
1888 3265
1366 12257
3105 1032
1067 12782
702 12925
3566 11507
2321 14441
2531 11221
2448 9107
2186 10699
2143 6019
316 4998
2407 4530
3694 3911
1499 6972
3181 13142
3106 8479
2144 12648
2449 14175
3829 2713
1500 1581
2532 5850
2450 12221
2408 1472
1639 13304
2927 12297
3729 4363
3058 5590
2566 9340
3695 3347
173 9513
3830 7702
3107 807
2286 12288
2826 5460
2409 9974
1640 13815
801 3587
2965 29
3182 6351
1501 8728
2533 13196
174 3054
3696 3551
2567 6198
402 1081
1367 8447
3183 13995
3108 3735
2657 3725
1929 2946
1333 7482
2827 9727
1068 6530
2695 11361
1641 8085
3310 12856
3697 7630
40 3050
660 651
454 5348
2568 7264
1069 2380
3608 404
3311 8269
2966 3787
2928 3530
2828 5909
1197 5815
2039 11591
1754 7862
3240 13011
405 1155
1820 7843
661 8609
3609 7671
1889 7409
2697 8130
13 4188
574 14217
1755 11121
1643 2690
3184 9751
2040 8692
3567 5673
1370 1121
1821 4735
3438 14637
1756 7401
1232 1294
1334 1309
575 11015
2410 1431
3610 733
3185 8524
2698 8896
407 5806
2322 3506
1198 10295
1644 8147
2929 5664
3480 13049
2411 4127
846 4972
3186 9645
1371 4093
3313 5385
1822 2098
802 9054
948 3030
2930 5892
3481 6140
3439 11258
2041 1896
2287 7666
2967 5492
1758 6749
1111 1576
2412 2569
2451 8876
3698 8517
1372 10305
3831 12047
3611 4388
3570 11565
2042 12264
1070 4596
1112 7635
803 12374
3243 12142
3440 14556
949 13586
1759 13052
3876 3620
2795 13094
848 7928
2145 10045
2968 1981
275 14230
2452 8131
408 1312
1502 2090
804 4265
1373 10469
3699 11793
41 1633
2146 7461
317 2574
3571 12921
2569 2917
409 4081
3730 1608
2932 7058
2043 1820
2658 286
175 5858
276 6006
3366 9971
1760 10628
3612 61
14 7242
3244 4005
2796 4997
2829 358
3060 3705
849 12718
2147 13332
3877 2081
1335 14482
1930 2515
410 8662
2699 8270
2659 1546
1891 3009
1645 3046
1762 3144
2453 4482
3315 10532
1503 5950
15 9999
318 14491
3441 11976
576 8068
3061 4290
1374 3021
411 5444
42 5170
1336 5437
1824 3821
662 10282
2044 10806
2660 4412
3367 4961
3062 1322
3613 2887
3442 8564
3731 550
3187 12677
2570 8579
663 97
3878 608
3572 3984
850 1572
2935 2627
3482 11325
2661 8037
3316 10114
2187 10285
3834 2920
1646 14525
3573 10993
176 4073
2936 9120
319 5686
805 1116
1504 9006
2534 12050
1375 7906
3317 2544
2970 6913
3189 5339
2045 6880
920 1915
3614 2691
1764 11024
3483 3883
3318 10184
177 103
921 10240
1647 4375
1765 8589
320 14288
1376 6167
412 13898
455 4001
3109 9882
1199 4753
2046 3130
1071 6687
2971 1582
1892 10040
1826 5639
2937 6428
1113 3324
2413 6866
1648 13569
3319 8083
2288 283
2047 7982
1767 4800
3368 7193
277 13967
1377 3178
2938 4684
851 492
413 5156
1931 14636
278 9858
2323 9096
1769 13147
1649 12051
3190 11584
322 13041
1893 2742
1234 4967
2414 1560
3443 345
3246 8838
1770 11792
2048 10933
1599 10003
43 13977
1894 13503
852 7907
533 6862
950 1122
1771 5423
2831 2886
2415 6833
2973 269
1507 9028
3063 9391
2049 12956
3575 9177
2325 2333
145 6810
324 11247
1600 4782
1235 8714
2148 12035
2454 6469
3321 6940
1650 13459
16 8503
2188 8347
1772 5538
2833 8384
2149 3346
3879 14185
3322 7325
2050 1429
146 210
3732 3880
2571 1707
1773 5769
2326 3982
2535 7682
325 3247
1895 5574
704 16
414 4299
577 7806
3323 8858
2189 13532
147 13418
3484 10356
535 2146
1651 11688
2939 12750
2051 3071
806 2512
3733 649
2536 5571
178 7808
3065 10028
3247 11573
415 7028
2327 9416
664 34
326 1488
536 8937
3110 9449
17 13481
2190 14335
1896 8736
3734 13404
2537 2469
44 10436
3324 5134
327 10608
3066 6799
2701 13534
279 2882
3615 10501
3444 187
3248 11384
2662 291
3111 9735
18 12977
2191 9591
1200 11313
2834 4242
148 5343
456 12995
2289 4346
3735 10814
1897 10885
3486 5410
3067 2594
2572 13082
2798 2548
328 9121
2538 3104
1114 13063
2663 10345
2702 11528
3445 4029
2835 5434
1458 7742
2052 5780
2290 13501
329 691
1076 10132
578 10525
2799 10380
1932 9461
2940 7438
2974 2944
1459 7744
2291 10092
3370 11891
280 7926
3112 8323
3325 38
3193 4539
2053 11229
1899 12842
2703 11661
1337 3436
1508 7805
2292 10319
1378 4729
1201 6255
580 11389
2416 7829
3371 14413
3326 3752
853 9634
3194 4736
3113 3776
2539 13728
3737 7121
1339 2861
1934 6419
2664 11046
2836 8360
2800 6871
952 6203
416 11723
2704 13789
2293 11784
581 13491
1202 3767
2328 4654
2417 11211
179 10371
3446 11075
1379 14649
1601 769
3114 9171
3327 9185
3738 3697
2540 8952
330 3882
1901 2979
2329 12403
3835 1939
180 13291
2294 10195
1935 13740
1340 14396
1115 8699
3447 7553
45 10801
181 11963
808 2275
1936 437
2941 5076
1236 13175
1077 10564
2054 12985
1902 10118
1509 9664
3836 6681
3616 12559
2665 3781
46 10732
1341 9987
182 8732
2802 12463
3739 9136
1776 11534
3115 3662
19 6774
1937 8451
1602 5278
3372 14053
2150 4821
583 5731
2418 1387
2055 4414
3837 8378
923 4401
183 2914
3448 4097
47 4876
1903 1214
3487 12501
1460 5913
3881 10076
2666 4190
3740 12245
3576 953
1827 14390
809 9965
2330 8117
3068 8001
3373 7946
1777 6599
1938 9134
2803 8600
1238 931
665 8951
2056 12350
20 14429
706 7497
2295 13565
184 2140
3195 9132
3488 14432
3328 7374
2573 12332
2419 13707
2331 6978
3838 3380
2193 12415
924 2730
457 1522
3701 9793
3374 970
2942 12714
1939 401
1904 1403
2455 10097
1461 5235
1829 5655
2151 4240
585 13183
537 12299
707 6882
810 9707
1511 4041
1203 13025
2975 1087
3069 12458
2837 1068
281 4796
1119 12820
666 8800
458 379
417 12061
2194 12434
2667 3379
3375 11303
2541 10460
1940 4614
925 8450
708 1813
3196 8048
2976 10158
2296 6781
1513 7185
3329 7491
2838 12880
2152 8291
3117 5138
811 13191
331 9873
667 13772
1120 7107
3839 7568
2456 7236
2297 918
1831 3043
1906 14267
953 1044
668 14318
2574 767
2542 1083
3377 1194
3071 9277
954 12629
1342 13113
2706 11220
1603 10735
2298 7381
2195 880
2977 8744
2543 7307
813 2023
2707 7293
669 5782
332 12874
3072 12840
2196 1019
418 9740
955 7291
3882 12059
2978 14022
1779 11751
1240 14294
1204 8185
2057 5150
2943 6078
333 505
3330 3751
3489 7613
814 8599
1463 4359
2332 5610
1780 7405
3840 4882
2840 2821
926 4061
3883 14572
21 12645
3617 9534
3249 12155
419 5094
1832 5031
420 6741
2979 191
1205 10563
1241 10454
2420 10328
2709 6861
538 2377
2058 4179
3073 13432
334 8178
2804 3121
1121 6126
2545 13723
586 9604
1604 9049
1833 11505
1206 13821
1941 1656
3449 3717
3490 1917
2421 4336
459 14120
1343 9173
3118 9501
3197 6613
185 6045
3331 1183
2841 4143
539 8215
3741 12988
2805 6408
2333 13442
3074 12516
2457 7558
2546 13621
1380 1663
1781 14485
1834 12022
1207 4419
460 14167
1078 10568
3618 14694
2668 11042
2981 4434
3332 8228
3491 10980
2299 8580
186 12614
540 2915
2842 13201
1464 674
2422 12878
3119 13469
2458 1884
2806 11843
2197 3580
461 4856
1782 11604
815 7015
3619 3120
3492 7597
3702 1677
2710 4791
3578 10728
709 6549
2669 1470
2059 10163
3333 3970
3620 5096
1079 11682
2153 11163
462 12295
3841 8901
2844 152
1515 6293
3076 4546
2711 13553
2423 13462
48 12034
2807 7262
2060 12033
1783 3170
1835 10326
3450 4631
3120 5430
3579 4626
1942 13674
816 9940
463 6400
3334 14275
187 2890
541 7582
2712 12742
1605 9851
49 9031
1080 9
335 13369
2154 9304
1381 3363
710 13243
671 1415
2061 2161
3842 2461
1943 5370
3451 3922
1836 3297
