org_id remap_id freebase_id
268 784 3005
117 786 5496
2024 793 10756
1027 797 7214
1577 799 865
2411 804 4127
2033 805 2663
537 810 12299
3194 813 4736
2265 821 11081
2943 824 6078
2782 832 13415
1313 837 7855
2007 847 271
49 849 9031
1650 851 13459
919 854 10968
1596 855 808
2182 858 11353
1061 859 8194
815 861 7015
1489 863 6028
653 865 2625
1053 866 13169
1648 870 13569
3050 873 4351
1031 874 12311
563 875 4067
1377 877 3178
2123 878 7659
1041 881 13446
1120 882 7107
2964 884 8820
1294 886 11871
401 887 13092
2565 891 11526
1324 893 13867
2321 896 14441
3229 898 3196
2046 901 3130
3189 902 5339
1181 905 13682
251 907 2423
2278 908 933
1777 909 6599
1625 911 11896
662 912 10282
2974 914 2944
1644 915 8147
307 919 202
11 920 4708
135 923 3061
842 926 3764
263 932 3648
1446 936 10271
1754 939 7862
2260 940 4207
1649 943 12051
1600 947 4782
3055 952 13567
2781 957 9817
1079 959 11682
2003 960 13841
16 962 8503
2977 963 8744
3046 964 7694
1585 965 5059
1221 969 10437
1485 973 13251
1442 974 11532
1204 980 8185
2002 983 6706
3100 986 2601
1718 987 6449
1228 992 1976
2916 993 11895
580 995 11389
2401 999 10589
2440 1000 10322
463 1002 6400
2707 1004 7293
1901 1006 2979
816 1008 9940
1889 1011 7409
1032 1012 2968
2056 1014 12350
2051 1016 3071
540 1018 2915
2314 1020 7155
3044 1021 7313
2527 1022 8014
2691 1026 13575
2640 1028 5445
1046 1031 8668
527 1035 11194
1179 1036 3964
1639 1041 13304
564 1042 8488
3195 1043 9132
449 1046 11908
137 1049 8840
1201 1050 6255
533 1054 6862
3072 1059 12840
412 1063 13898
1359 1065 12620
1799 1066 9337
1772 1067 5538
2437 1070 14241
2937 1073 6428
2108 1074 13910
272 1075 4402
539 1077 8215
2109 1078 1284
2817 1081 4742
2920 1085 9672
1755 1087 11121
2702 1089 11528
2245 1090 3300
8 1092 10171
2959 1093 6807
2458 1096 1884
1226 1098 13786
2098 1102 3028
1322 1103 13069
2798 1104 2548
1496 1106 5163
1934 1109 6419
2320 1112 2435
334 1113 8178
3173 1114 4515
2975 1115 1087
2029 1118 5161
3074 1119 12516
2573 1120 12332
2116 1122 6831
1024 1127 1177
2567 1128 6198
1636 1129 1190
2137 1130 10358
2422 1131 12878
2954 1132 1074
2649 1133 5497
2273 1135 6794
2150 1136 4821
1921 1140 6644
1826 1141 5639
3041 1142 459
2838 1143 12880
3097 1144 2022
1498 1145 6377
1603 1146 10735
2009 1148 8897
2180 1149 1544
456 1154 12995
138 1157 11103
448 1159 6287
1018 1161 5414
1623 1163 10022
1888 1165 3265
445 1167 13228
1235 1169 8714
41 1170 1633
2264 1171 8331
409 1172 4081
1895 1173 5574
259 1178 11810
1440 1179 11000
267 1182 6232
3115 1184 3662
1188 1187 5384
164 1195 3237
838 1198 2002
2820 1199 5074
1759 1205 13052
2281 1206 4197
2151 1210 4240
3049 1211 9696
585 1214 13183
2805 1215 6408
131 1219 4257
538 1221 2377
451 1226 11748
2041 1227 1896
1051 1229 11744
3056 1231 1267
1782 1232 11604
2449 1237 14175
1767 1247 4800
2392 1249 141
2454 1253 6469
2124 1254 13178
13 1256 4188
1043 1257 14249
1093 1258 7790
850 1261 1572
1367 1265 8447
2332 1267 5610
2248 1268 13729
2289 1274 4346
2653 1275 2311
523 1277 598
2780 1278 13055
2978 1280 14022
1715 1284 10294
656 1286 10725
1897 1288 10885
3043 1289 7876
2325 1290 2333
162 1297 6029
1749 1298 726
1594 1300 8195
2928 1302 3530
2398 1303 4599
2957 1308 3052
1882 1310 5192
1357 1314 11272
3114 1315 9171
2953 1316 6637
413 1317 5156
1878 1318 2014
790 1319 10877
1752 1320 2337
2659 1324 1546
692 1329 1904
255 1332 4892
1815 1334 690
2971 1337 1582
3184 1342 9751
2451 1344 8876
2323 1346 9096
458 1351 379
2110 1357 150
1508 1358 7805
1902 1362 10118
1103 1363 6943
2927 1366 12297
2331 1368 6978
306 1371 7879
1726 1373 13699
798 1375 7110
2121 1377 10190
2039 1378 11591
2038 1382 2255
2523 1385 13289
1068 1386 6530
666 1390 8800
1651 1391 11688
405 1393 1155
1112 1395 7635
2043 1396 1820
178 1397 7808
522 1399 13112
1329 1400 13854
1903 1401 1214
14 1404 7242
2645 1405 772
446 1412 3626
577 1415 7806
169 1416 752
399 1419 4968
2545 1422 13723
1205 1423 10563
1191 1424 875
936 1428 7314
2773 1429 6734
450 1430 9622
147 1432 13418
3225 1433 7275
141 1435 319
2403 1436 9376
3113 1439 3776
2048 1440 10933
1321 1441 12623
2032 1443 1344
1441 1445 1985
2408 1446 1472
2962 1448 12023
2397 1449 1268
1624 1450 658
2917 1461 7853
556 1462 8050
698 1463 3373
2452 1465 8131
695 1468 5930
1351 1472 13691
1192 1475 12751
139 1476 12180
1629 1477 5509
566 1482 4887
2818 1484 8060
1769 1486 13147
1220 1488 4952
2396 1489 13331
2457 1490 7558
3040 1491 11426
411 1497 5444
2689 1499 8622
1599 1502 10003
146 1504 210
1734 1509 3260
1199 1510 4753
3247 1514 11573
1771 1516 5423
1381 1518 3363
2930 1521 5892
1326 1523 3487
1455 1524 13991
2569 1528 2917
1309 1532 5923
2438 1533 1307
1105 1534 4244
2961 1536 12656
1459 1538 7744
1178 1540 2082
803 1543 12374
2788 1553 6928
2524 1554 8981
2560 1557 2031
2280 1558 4481
1076 1560 10132
3058 1561 5590
40 1565 3050
2107 1567 919
583 1571 5731
2528 1574 14042
2297 1575 918
333 1577 505
1318 1578 14568
440 1586 13799
2413 1592 6866
2261 1594 2309
457 1599 1522
2940 1602 7438
3065 1603 10028
2711 1604 13553
532 1606 8474
1095 1608 7131
1493 1609 6559
2181 1611 4369
2831 1615 2886
1732 1616 13259
521 1619 8520
2153 1625 11163
1337 1631 3436
1801 1633 14627
3249 1636 12155
1942 1640 13674
2448 1641 9107
182 1647 8732
1814 1648 13203
2800 1657 6871
2555 1660 13570
2001 1661 9219
2654 1668 9584
2316 1669 4233
2636 1670 10881
3057 1672 9234
1721 1674 13694
2443 1675 5759
800 1677 458
1711 1681 12651
3190 1682 11584
2028 1683 11086
181 1686 11963
265 1688 14647
1817 1690 1115
1834 1692 12022
2770 1695 13540
275 1702 14230
301 1708 6097
1437 1709 6095
3038 1710 13889
2040 1711 8692
2543 1714 7307
130 1718 9360
1586 1719 13279
950 1721 1122
1198 1724 10295
1456 1725 2851
2423 1727 13462
1495 1730 2610
2542 1734 1083
3232 1737 2260
261 1743 9531
1033 1745 9852
2252 1746 3716
10 1752 1056
2129 1754 3584
836 1756 5744
168 1758 12753
2638 1760 7472
3193 1761 4539
2821 1764 10231
3175 1766 5485
2313 1767 9092
3243 1768 12142
525 1775 3288
2287 1778 7666
2183 1779 13765
3104 1781 10421
2706 1782 11220
281 1783 4796
2416 1785 7829
2013 1786 7718
2699 1790 8270
2709 1791 6861
541 1792 7582
3167 1797 2993
1707 1798 8514
1460 1801 5913
2536 1804 5571
1219 1805 5285
3099 1808 5129
398 1809 541
1113 1810 3324
697 1811 4669
2661 1812 8037
1713 1815 14051
2279 1817 513
1879 1818 13537
1904 1821 1403
2641 1822 8913
2692 1825 8726
1240 1829 14294
442 1833 8970
1023 1836 14088
1728 1837 3411
839 1840 12381
1069 1841 2380
3117 1844 5138
7 1845 7940
2147 1846 13332
2295 1848 13565
1375 1851 7906
2571 1852 1707
313 1853 12476
1026 1856 6653
2642 1857 10068
175 1862 5858
1104 1863 1795
1590 1865 13330
44 1866 10436
2014 1871 13783
3238 1872 5325
1513 1873 7185
1831 1877 3043
462 1878 12295
1588 1881 4817
2299 1882 8580
3045 1887 1202
531 1888 11671
1066 1890 126
447 1891 6673
452 1894 630
701 1895 1070
1899 1896 12842
3120 1907 5430
2456 1909 7236
1896 1912 8736
443 1917 9893
2186 1929 10699
787 1930 12338
276 1935 6006
2176 1938 11380
667 1939 13772
2130 1940 2557
1025 1941 11533
3106 1944 8479
172 1950 12402
2284 1951 2181
2683 1952 3074
1497 1953 8905
45 1954 10801
519 1956 4168
1060 1958 11478
1184 1963 13057
1231 1968 8679
2263 1977 5554
309 1983 13485
29 1985 5614
2956 1989 8715
2140 1990 12587
576 1991 8068
417 1992 12061
3071 1995 9277
1202 2000 3767
1353 2003 2362
2764 2007 4183
1121 2012 6126
1314 2014 2578
2768 2019 14652
1507 2020 9028
256 2021 47
254 2022 14118
171 2023 10969
1307 2024 8226
6 2027 12873
15 2030 9999
3105 2034 1032
694 2037 2769
851 2038 492
1876 2039 8552
2017 2040 11562
3051 2041 2114
1931 2042 14636
2826 2044 5460
1317 2048 3810
1071 2055 6687
657 2056 3174
1295 2057 8916
2148 2060 12035
2101 2064 3718
3 2066 4013
38 2067 4843
2951 2068 5042
1293 2069 5781
1810 2071 12032
669 2074 5782
1094 2078 8962
325 2081 3247
1463 2082 4359
3221 2083 2126
1070 2088 4596
1029 2089 2196
2925 2090 12905
2404 2091 10586
278 2092 9858
3177 2093 12435
1733 2094 14238
1119 2097 12820
2393 2098 31
2842 2101 13201
554 2102 1733
2785 2103 6177
2410 2106 1431
3053 2108 13505
2771 2109 6186
2791 2110 7376
2539 2111 13728
319 2116 5686
187 2117 2890
1035 2118 11238
2117 2119 7536
2188 2120 8347
2419 2121 13707
786 2125 5334
4 2126 13328
3061 2129 4290
2938 2130 4684
1193 2131 2348
2828 2133 5909
1302 2137 4672
702 2138 12925
3103 2139 13798
2276 2142 10116
2060 2144 12033
271 2145 947
1892 2146 10040
3068 2154 8001
1643 2155 2690
1502 2156 2090
1461 2157 5235
1036 2158 13061
801 2159 3587
1583 2160 8678
2963 2161 8939
1227 2163 6903
1042 2164 8369
1783 2167 3170
1038 2168 14084
2177 2172 5078
3118 2174 9501
1579 2176 10960
813 2184 2023
1881 2185 6906
1885 2186 4022
3246 2187 8838
1503 2190 5950
1358 2193 3048
2031 2196 10416
119 2197 9472
444 2198 12575
2139 2199 13093
2189 2200 13532
2409 2202 9974
2530 2203 7440
1926 2204 7450
1760 2205 10628
2100 2212 2524
2561 2220 7895
2405 2222 12389
1332 2223 3318
914 2229 5085
1500 2230 1581
2244 2231 5162
416 2234 11723
2247 2236 12339
940 2237 9274
2049 2238 12956
2294 2240 10195
1832 2241 5031
2011 2243 5011
2558 2244 11509
853 2246 9634
1501 2249 8728
3230 2252 10930
2126 2254 1990
558 2257 9810
1511 2259 4041
1236 2260 13175
2141 2261 5954
2 2262 9466
586 2264 9604
1499 2265 6972
3069 2266 12458
18 2268 12977
1372 2270 10305
2541 2271 10460
1340 2278 14396
3039 2279 3817
1355 2284 433
1811 2286 12455
2450 2289 12221
2270 2291 8399
2965 2297 29
1234 2299 4967
1827 2300 14390
2329 2303 12403
2269 2306 7451
1352 2307 1658
1360 2310 2832
1705 2311 10908
2772 2312 11510
1812 2314 9368
2115 2315 4156
1722 2316 4650
32 2317 11618
1719 2322 1647
796 2324 12719
3042 2326 3845
3062 2327 1322
2538 2330 3104
1373 2335 10469
331 2337 9873
335 2341 13369
1923 2348 3417
924 2351 2730
2421 2352 4336
1047 2354 9128
2057 2358 5150
2058 2361 4179
1494 2363 8742
1821 2365 4735
925 2368 8450
36 2370 8096
1584 2382 13009
2835 2383 5434
2521 2385 11739
835 2386 13097
2268 2388 1439
1582 2389 14232
1034 2390 12325
2407 2391 4530
1770 2392 11792
805 2393 1116
2394 2397 12037
2322 2399 3506
2687 2405 10393
2804 2406 3121
418 2408 9740
174 2410 3054
1080 2411 9
1040 2414 9036
1641 2415 8085
2149 2421 3346
2445 2422 14125
1806 2424 9625
176 2425 4073
2104 2426 6514
165 2427 2088
2256 2430 7578
2921 2431 4199
2267 2433 1689
2414 2435 1560
840 2437 13421
696 2438 2880
1776 2439 11534
1099 2440 5394
852 2443 7907
186 2444 12614
2441 2449 873
1464 2453 674
575 2458 11015
1930 2460 2515
2042 2467 12264
2326 2476 3982
1939 2477 401
943 2478 3780
1296 2482 592
1365 2487 10457
2932 2488 7058
461 2489 4856
1207 2490 4419
2526 2492 5143
173 2493 9513
2572 2494 13082
2035 2499 4335
1015 2500 13064
3219 2503 13671
661 2506 8609
567 2507 3115
322 2508 13041
2005 2510 7065
2132 2514 2042
2792 2517 12859
1200 2522 11313
2779 2526 12004
1646 2529 14525
310 2530 10399
578 2531 10525
3218 2533 1228
2844 2534 152
1323 2536 1797
934 2537 5653
1739 2541 10032
2829 2542 358
1301 2546 6319
1111 2548 1576
1447 2550 8368
802 2551 9054
2682 2552 3659
2310 2553 14393
2194 2555 12434
2119 2557 7413
799 2560 4813
1640 2561 13815
557 2562 8606
2825 2564 1327
1781 2570 14485
2178 2573 8918
1438 2574 1042
3060 2575 3705
274 2576 6349
1366 2577 12257
1928 2584 13056
148 2587 5343
1595 2589 2360
167 2591 11407
121 2592 9778
2647 2594 1938
1378 2598 4729
3073 2599 13432
1809 2601 9609
1297 2603 2554
1030 2605 3924
574 2607 14217
1601 2611 769
2103 2613 40
1374 2614 3021
185 2618 6045
1804 2620 4745
320 2622 14288
785 2624 5945
2643 2625 6671
1807 2627 2714
1717 2629 13890
396 2641 6877
659 2644 2592
1829 2649 5655
1044 2650 8484
806 2651 2512
180 2652 13291
1906 2653 14267
1748 2654 13542
671 2659 1415
1647 2661 4375
2976 2662 10158
1891 2665 3009
1509 2666 9664
2135 2667 2212
1938 2668 9134
125 2670 7454
2282 2673 6069
804 2674 4265
3176 2675 12215
184 2676 2140
1750 2679 196
260 2680 6726
1185 2683 14333
2662 2684 291
2190 2687 14335
3187 2689 12677
1735 2692 12881
1887 2694 9030
846 2696 4972
942 2699 1803
3037 2702 10957
2710 2704 4791
837 2705 8289
2271 2706 7364
35 2709 13848
2568 2711 7264
1631 2714 13086
1893 2720 2742
2650 2721 3492
2531 2722 11221
3169 2723 10128
706 2724 7497
1824 2727 3821
308 2728 11227
31 2729 2358
1334 2730 1309
1100 2731 4504
2522 2732 6084
2546 2733 13621
42 2735 5170
2004 2736 6483
2197 2739 3580
332 2741 12874
327 2743 10608
2701 2745 13534
569 2747 7159
2767 2748 5283
2793 2749 4717
2766 2752 2961
1727 2753 3805
2559 2754 2561
163 2756 5777
1484 2757 4511
3182 2759 6351
3196 2761 8048
1343 2762 9173
2249 2764 10209
1049 2769 10309
390 2770 6572
1598 2773 5420
2841 2774 4143
1932 2776 9461
280 2778 7926
1925 2780 3159
1186 2781 10963
1217 2783 1895
2570 2784 8579
935 2785 7233
2540 2789 8952
2319 2790 4992
2913 2795 6582
1187 2800 4548
1055 2801 14453
1064 2802 12491
1756 2803 7401
913 2807 12203
1037 2808 11398
1356 2814 2451
1780 2815 7405
2330 2816 8117
1591 2822 8043
1299 2824 12939
559 2828 11944
2312 2829 6506
1884 2833 5205
2173 2840 293
1310 2841 7324
552 2843 5271
1196 2844 11966
2275 2846 2325
47 2848 4876
1635 2849 1064
2187 2852 10285
2283 2858 4989
520 2862 1918
2666 2863 4190
916 2865 3344
668 2868 14318
3236 2872 8936
2125 2873 3287
1805 2875 13919
2693 2877 1291
2556 2879 12650
1488 2881 6766
1050 2883 9386
2564 2885 5886
2053 2886 11229
179 2887 10371
2061 2889 2161
2646 2891 11374
3166 2892 8315
2688 2894 11016
21 2895 12645
2333 2897 13442
2415 2898 6833
1731 2899 4488
2807 2900 7262
2657 2905 3725
1370 2908 1121
2794 2909 13759
792 2910 13002
145 2911 6810
944 2915 9633
2134 2918 4760
536 2920 8937
329 2921 691
811 2924 13191
3109 2930 9882
170 2931 10551
3222 2935 9774
1304 2937 6037
400 2938 5083
2097 2939 10098
2787 2940 11392
1922 2943 6225
1894 2944 13503
120 2946 9959
2105 2947 13100
1880 2950 3687
848 2965 7928
2447 2966 11069
2778 2968 6717
1054 2970 8245
2942 2971 12714
2179 2973 6767
2254 2975 7794
2941 2976 5076
2566 2978 9340
2533 2979 13196
2136 2981 14077
2154 2982 9304
2328 2987 4654
783 2988 6306
708 2990 1813
952 2992 6203
1633 2994 7267
1328 2995 5367
788 2997 11490
2979 2998 191
2520 2999 4136
2914 3000 9310
3067 3010 2594
1197 3013 5815
2698 3014 8896
1587 3015 4310
1045 3020 8026
939 3021 1678
1605 3023 9851
2286 3024 12288
2106 3025 1549
2185 3026 3761
1822 3027 2098
2827 3028 9727
48 3031 12034
2651 3032 7012
1363 3033 1180
568 3038 7745
1597 3039 881
3240 3042 13011
2648 3043 7922
1194 3044 12647
1645 3048 3046
2836 3051 8360
2096 3052 7195
529 3053 10246
1078 3056 10568
2529 3058 9043
28 3059 6444
402 3060 1081
1628 3061 7810
2112 3062 12711
317 3065 2574
1753 3066 5362
3174 3067 10207
2819 3068 11597
2400 3069 13345
1241 3070 10454
2298 3074 7381
2406 3075 12011
257 3081 4205
704 3082 16
2138 3084 9130
2128 3085 12845
1327 3087 2109
126 3088 9560
953 3090 1044
849 3092 12718
921 3096 10240
700 3102 3248
1183 3104 14300
2908 3106 13989
1515 3107 6293
1742 3111 295
665 3113 8951
2050 3114 1429
2122 3115 3160
2442 3119 10856
2000 3130 837
324 3133 11247
2016 3137 14134
3108 3142 3735
2420 3143 10328
1626 3144 4764
1458 3145 7742
1453 3146 2267
2837 3147 1068
2439 3150 1699
1303 3153 12770
2695 3155 11361
1101 3161 1700
1223 3162 3723
1096 3166 424
1762 3168 3144
2799 3171 10380
2967 3172 5492
2095 3173 3020
707 3175 6882
2574 3177 767
2243 3179 12684
926 3182 4061
453 3183 4411
2802 3185 12463
2664 3191 11046
2114 3192 705
1724 3193 10655
1354 3194 3357
3248 3197 11384
2535 3198 7682
2973 3199 269
2027 3200 3482
1028 3201 5597
2789 3202 9706
3197 3205 6613
937 3209 115
2783 3214 9582
2327 3215 9416
2142 3218 10361
177 3219 103
1305 3221 3862
1330 3223 10153
2669 3227 1470
948 3230 3030
2444 3231 12166
1361 3234 12839
518 3235 12357
326 3236 1488
1449 3237 11614
3180 3241 1173
710 3246 13243
1114 3247 13063
2915 3248 2686
781 3256 5474
1222 3258 407
