org_id remap_id freebase_id
2031 469 10416
1909 471 11561
1894 472 13503
516 473 6226
1948 475 13594
2751 476 520
1275 477 4154
1488 479 6766
1278 481 11448
2232 483 645
3164 484 13454
2912 485 14457
1728 486 3411
2204 487 13346
1563 488 14683
2643 489 6671
3090 490 12193
3055 491 13567
518 492 12357
514 493 4486
2826 494 5460
1727 496 3805
1658 497 5727
937 498 115
2414 499 1560
1523 500 2870
1494 501 8742
527 502 11194
2968 504 1981
891 505 3051
2136 506 14077
753 508 13519
1303 509 12770
3050 510 4351
1416 512 2752
3204 513 7631
1782 515 11604
1515 516 6293
346 517 7254
749 518 7564
2254 520 7794
3017 521 4766
2461 524 3827
747 525 12371
2226 527 2657
2908 529 13989
1651 530 11688
1527 531 3514
235 532 6931
2467 534 2160
918 535 14531
1931 536 14636
2186 537 10699
1967 539 435
2916 540 11895
3236 542 8936
1189 543 9187
1068 544 6530
1835 547 10326
3230 549 10930
324 550 11247
1605 551 9851
3181 552 13142
990 553 10378
15 554 9999
3060 555 3705
2311 556 10102
767 557 9572
1525 558 5572
1574 559 12065
2674 560 3573
2276 561 10116
1434 562 10594
341 563 3040
2629 564 6812
12 565 12726
2920 566 9672
53 567 10507
1977 568 7410
1595 569 2360
1694 570 6654
761 571 7
1217 572 1895
985 573 13311
392 574 4337
2462 575 14322
521 576 8520
1183 577 14300
2545 578 13723
2227 579 13546
1502 581 2090
1040 582 9036
1311 583 14054
2 584 9466
1926 585 7450
1598 586 5420
63 587 3010
2319 589 4992
696 590 2880
2824 591 4756
2153 592 11163
2352 593 12781
1016 594 11801
764 595 89
2142 596 10361
2653 597 2311
1587 599 4310
2873 600 10656
418 601 9740
3175 602 5485
196 603 2995
2353 604 4508
587 605 1828
380 606 5144
2028 607 11086
2691 608 13575
2367 609 8049
543 610 13429
1654 611 12380
409 612 4081
2305 613 4774
172 614 12402
2420 615 10328
2428 617 2762
2714 618 3516
1739 619 10032
1742 622 295
2690 623 3594
3 624 4013
1317 625 3810
2559 626 2561
2470 628 374
1142 629 10520
401 630 13092
3029 631 11549
901 632 13665
2205 633 5768
1548 634 6912
3006 636 2099
272 637 4402
1398 638 11981
1575 640 14684
1718 641 6449
2039 642 11591
3193 643 4539
1915 644 6262
1972 645 3663
215 646 10301
1264 647 11281
4 648 13328
1772 651 5538
90 652 5024
2641 653 8913
2732 654 5648
2570 655 8579
2445 656 14125
760 657 11365
255 659 4892
2491 660 8024
1792 661 14378
2955 664 135
830 665 4899
2389 666 4859
2358 667 2705
3111 668 9735
434 669 3895
415 670 7028
246 672 5253
3033 673 14278
1301 674 6319
1973 675 677
2146 677 7461
1588 678 4817
3180 679 1173
2435 680 10131
1883 681 5620
1333 682 7482
2494 684 6151
3119 685 13469
2066 687 6014
2917 689 7853
2425 690 8040
1480 691 1780
1822 692 2098
2699 693 8270
2383 694 2795
546 695 10571
1240 697 14294
378 698 3329
2158 699 11254
229 700 11411
99 701 1134
2106 704 1549
3018 705 11935
1950 706 7887
2173 708 293
29 709 5614
148 710 5343
1585 712 5059
2646 713 11374
665 714 8951
2183 715 13765
1200 716 11313
2517 718 6561
2253 719 6838
1427 720 12120
2694 721 8776
1939 722 401
2858 725 12812
2416 726 7829
2082 727 10152
82 728 13335
988 730 5770
1132 731 2937
328 732 9121
823 736 10423
2436 737 11670
880 738 2907
692 739 1904
660 740 651
1633 741 7267
2336 742 8397
557 744 8606
1652 745 11950
1834 746 12022
2672 747 8890
944 748 9633
304 749 2254
676 750 4334
932 751 12573
1912 752 4332
3034 753 10724
1020 754 13084
2361 755 14010
2269 756 7451
2887 758 11774
1581 759 8422
2983 760 8483
1367 761 8447
1430 762 6915
3044 763 7313
1951 764 10368
2116 765 6831
697 766 4669
2715 767 12117
849 768 12718
2174 769 9895
1051 770 11744
2992 771 4854
239 772 10011
1849 773 9110
1447 774 8368
1625 776 11896
1518 777 1552
1921 778 6644
700 780 3248
204 781 12219
647 785 2075
2321 787 14441
1258 788 11362
3144 789 5766
2711 790 13553
1753 791 5362
2789 792 9706
1231 793 8679
533 794 6862
954 795 12629
3233 796 3953
2278 797 933
185 799 6045
120 800 9959
2628 801 2191
1024 802 1177
2938 804 4684
1268 805 4435
3162 806 9563
184 807 2140
2698 808 8896
2727 809 1379
1681 810 1478
2250 811 8516
2894 812 4855
1592 813 10549
1168 814 3058
178 815 7808
1896 816 8736
1377 817 3178
2453 818 4482
2412 819 2569
390 820 6572
2069 821 11779
316 822 4998
139 823 12180
633 825 4895
1205 826 10563
1993 830 14530
131 831 4257
1344 832 6137
1570 833 835
1153 835 5269
1680 836 9374
3240 837 13011
2409 838 9974
877 839 6096
1357 840 11272
2658 842 286
548 843 390
1071 844 6687
2588 845 13877
2532 846 5850
231 847 9922
2680 848 8518
656 849 10725
684 850 11754
1475 851 9201
2486 852 9222
2791 854 7376
1815 855 690
554 856 1733
2892 860 9639
2854 861 4667
1175 864 8389
2263 865 5554
2781 866 9817
408 867 1312
2774 868 654
784 869 14455
862 870 7950
361 871 14566
428 873 5417
2531 874 11221
2721 875 5675
47 876 4876
2520 877 4136
2298 878 7381
2021 879 12036
3190 880 11584
1908 882 13880
1261 883 2056
206 884 7538
1111 885 1576
2906 886 12421
2981 887 4434
1833 888 11505
1854 889 747
899 890 13584
317 892 2574
1519 893 7470
731 894 9880
405 895 1155
2571 896 1707
192 897 11008
1100 898 4504
814 899 8599
443 900 9893
3016 901 11907
667 902 13772
2529 903 9043
2449 904 14175
1528 906 12154
1932 907 9461
464 908 12121
3179 910 579
41 911 1633
3184 912 9751
1431 913 411
2889 914 6071
1535 915 9739
195 916 3350
2539 920 13728
2362 921 6686
1887 922 9030
2707 925 7293
1164 927 11110
488 929 496
3145 930 12369
1997 931 2876
1538 932 10266
167 934 11407
839 936 12381
1351 938 13691
2303 939 12148
1602 941 5278
1855 942 1000
621 943 5679
662 945 10282
2956 946 8715
165 947 2088
509 948 12465
2162 949 8316
288 950 4768
1735 951 12881
1960 952 9655
2762 953 3896
2701 955 13534
2152 957 8291
2236 958 9053
479 959 878
1872 960 14430
994 961 4115
1273 962 4836
1220 963 4952
1306 964 1943
1177 965 11568
730 966 8645
1185 967 14333
1032 968 2968
908 970 11975
2813 971 14273
137 972 8840
2903 973 6149
242 974 12915
664 975 34
1511 976 4041
2807 977 7262
2007 978 271
1746 979 7234
86 980 3415
3221 981 2126
2290 983 13501
448 984 6287
2567 985 6198
156 986 13295
263 989 3648
203 990 11070
260 991 6726
1070 993 4596
3062 994 1322
2241 995 198
1041 996 13446
2265 997 11081
1880 998 3687
1147 999 8983
1919 1002 2130
3112 1003 8323
2645 1005 772
179 1006 10371
1105 1007 4244
3069 1008 12458
3178 1009 12134
273 1010 3461
2579 1011 12227
2384 1012 13141
1836 1013 3297
1748 1014 13542
201 1016 10909
641 1017 9369
23 1019 7283
2787 1020 11392
175 1021 5858
1827 1023 14390
2779 1024 12004
2535 1025 7682
1893 1026 2742
2034 1027 6813
445 1028 13228
39 1029 6290
1248 1031 5995
2439 1033 1699
89 1036 14116
2451 1037 8876
1957 1038 11243
2963 1039 8939
1617 1040 5159
2755 1041 2629
1755 1042 11121
1799 1043 9337
935 1044 7233
3110 1045 9449
3097 1046 2022
1191 1047 875
2157 1048 8209
2704 1049 13789
1359 1050 12620
1942 1051 13674
1522 1052 869
1489 1053 6028
3182 1054 6351
750 1055 9671
1593 1056 13371
105 1057 2105
2770 1058 13540
308 1059 11227
1821 1062 4735
1644 1063 8147
1213 1064 7041
1064 1065 12491
2123 1066 7659
1902 1067 10118
1031 1068 12311
1701 1069 12827
2616 1070 2373
3173 1071 4515
636 1072 13884
1002 1073 9153
1995 1075 5608
1892 1076 10040
1410 1077 5773
2271 1079 7364
829 1080 12240
1608 1081 181
1101 1082 1700
2270 1083 8399
550 1084 3039
2936 1085 9120
2943 1087 6078
345 1088 11400
1650 1090 13459
1665 1091 9850
183 1093 2914
2080 1094 8148
3256 1096 6355
3210 1098 8737
691 1099 6494
2492 1101 911
278 1102 9858
1084 1103 4612
1733 1104 14238
1247 1105 14642
474 1106 5407
545 1108 4595
219 1109 11113
2216 1110 10716
498 1111 6535
566 1112 4887
1586 1114 13279
3186 1115 9645
2479 1116 1611
1509 1117 9664
1356 1118 2451
3159 1119 1028
2257 1120 10905
2771 1121 6186
2134 1122 4760
1215 1123 12322
2651 1124 7012
2468 1125 1254
2010 1129 9492
1413 1131 12208
659 1132 2592
547 1134 14036
422 1135 1914
8 1136 10171
3127 1137 3164
93 1138 419
2281 1140 4197
2342 1141 13299
1925 1142 3159
577 1143 7806
2794 1144 13759
2370 1145 2841
1353 1146 2362
1677 1148 11536
2581 1149 13963
971 1150 4566
2233 1151 4645
707 1152 6882
1713 1154 14051
2944 1155 531
668 1156 14318
485 1158 6754
910 1159 11903
1914 1160 5981
2349 1161 2814
2179 1162 6767
1018 1163 5414
879 1164 9137
2799 1166 10380
1437 1167 6095
274 1168 6349
1420 1169 14340
949 1170 13586
719 1171 5587
1300 1172 13487
1307 1173 8226
65 1174 7554
3107 1176 807
755 1177 5381
2101 1178 3718
1207 1180 4419
2547 1181 2635
2094 1182 11546
2633 1183 6563
1241 1185 10454
648 1186 1021
2991 1187 3246
2119 1189 7413
2474 1191 4120
2620 1192 13073
1432 1196 9438
645 1197 10450
1959 1199 12935
1280 1200 10819
2881 1201 946
2511 1202 14111
2013 1203 7718
688 1204 13263
2750 1205 6192
983 1206 11841
2064 1207 7625
2594 1208 4177
1197 1209 5815
2857 1210 5048
2837 1211 1068
3137 1212 7350
593 1213 8383
318 1214 14491
2659 1215 1546
1721 1216 13694
3124 1217 8830
3206 1218 7901
895 1219 11149
2053 1220 11229
1756 1221 7401
1222 1222 407
496 1223 7661
2255 1224 10876
2970 1225 6913
3195 1226 9132
2317 1227 3957
1927 1228 207
248 1229 6063
1274 1230 2041
2945 1231 9471
1095 1232 7131
353 1233 10887
387 1234 8992
1543 1235 5009
2455 1236 10097
2456 1237 7236
733 1239 204
1688 1240 3311
1906 1241 14267
931 1242 242
2125 1243 3287
45 1245 10801
3232 1246 2260
846 1247 4972
2795 1248 13094
2171 1249 5111
460 1250 14167
1952 1251 10932
2695 1253 11361
1411 1255 1192
1669 1256 2416
2550 1257 2153
1550 1258 5236
1477 1261 4196
510 1262 509
3068 1263 8001
2652 1264 13629
1965 1266 2517
2863 1268 9005
2098 1269 3028
2391 1270 3534
2962 1271 12023
1698 1273 5979
2463 1275 13129
1856 1276 8573
1704 1277 3080
786 1278 5334
450 1279 9622
2816 1280 4797
1035 1281 11238
782 1284 2867
2000 1285 837
853 1286 9634
1544 1288 6139
2002 1289 6706
72 1290 11306
639 1291 5007
2128 1292 12845
1731 1293 4488
1423 1294 4011
1017 1295 7828
2957 1296 3052
614 1297 11167
2350 1298 10570
987 1300 6621
1335 1301 14482
904 1302 7976
1330 1305 10153
2763 1306 10178
1754 1307 7862
506 1308 9574
1225 1309 9482
1497 1310 8905
1988 1311 5934
2144 1312 12648
3163 1313 2424
2961 1314 12656
590 1315 8232
1011 1316 11514
1426 1317 299
1686 1318 4308
1678 1319 14008
478 1321 11449
596 1322 14598
1441 1324 1985
379 1325 701
1269 1326 7037
2564 1327 5886
3253 1328 13738
451 1329 11748
170 1330 10551
1173 1332 4828
615 1333 4644
1611 1334 8078
244 1335 928
850 1336 1572
1776 1337 11534
2861 1338 6101
2536 1339 5571
563 1340 4067
1623 1341 10022
158 1342 13131
751 1346 8105
1004 1347 10746
1958 1349 4570
1282 1350 12678
2842 1352 13201
2149 1353 3346
1112 1354 7635
2075 1355 1804
2407 1356 4530
2465 1357 6090
2622 1358 1303
528 1359 4406
2400 1360 13345
1770 1361 11792
3167 1362 2993
1388 1363 4646
2121 1364 10190
2371 1365 9268
2338 1367 1826
2587 1368 9065
1850 1369 2389
270 1370 356
2676 1371 9192
171 1372 10969
2654 1373 9584
1504 1374 9006
1022 1376 4220
1167 1377 967
1705 1378 10908
1309 1379 5923
1597 1380 881
385 1381 10203
2862 1382 1604
2037 1383 14586
111 1385 10215
3246 1386 8838
1624 1387 658
1619 1388 14601
576 1389 8068
708 1392 1813
2901 1393 5040
2623 1397 7085
1471 1399 1627
2343 1400 11309
1246 1401 3253
638 1402 8055
1425 1403 11776
3003 1404 5004
2372 1405 12660
2726 1406 11413
1752 1407 2337
796 1408 12719
2489 1410 6451
1885 1411 4022
1781 1412 14485
294 1413 5707
3169 1415 10128
520 1419 1918
1378 1420 4729
2284 1421 2181
893 1422 13128
3168 1423 7019
2574 1424 767
1798 1425 3538
929 1426 5107
2663 1427 10345
1140 1429 5586
2047 1430 7982
2925 1431 12905
337 1432 3732
1930 1433 2515
2865 1434 1935
1666 1435 1617
1162 1436 8276
1711 1437 12651
2712 1438 12742
2612 1439 5515
1336 1440 5437
2393 1441 31
399 1443 4968
2115 1444 4156
2050 1445 1429
832 1446 12773
1627 1447 2618
2792 1448 12859
702 1449 12925
2488 1450 2077
2692 1451 8726
2448 1452 9107
3035 1453 7533
410 1454 8662
207 1455 5297
2819 1456 11597
785 1457 5945
40 1459 3050
1843 1460 1208
480 1461 11803
3061 1462 4290
2900 1463 9429
24 1464 5522
1811 1465 12455
2431 1466 11433
138 1467 11103
407 1468 5806
1860 1469 5564
2268 1470 1439
1675 1471 1308
1600 1473 4782
1495 1474 2610
1724 1475 10655
43 1476 13977
2408 1477 1472
1119 1478 12820
1870 1479 2317
2348 1480 5411
2017 1481 11562
1391 1482 6982
1974 1483 14605
3032 1484 14092
2369 1485 4007
486 1486 1346
1693 1487 6991
3215 1488 9421
1299 1489 12939
2743 1493 5532
2809 1494 3852
2042 1495 12264
182 1496 8732
1412 1497 8382
3066 1498 6799
806 1499 2512
938 1500 9644
190 1501 7078
3161 1502 1440
1389 1503 3400
2984 1504 8065
2800 1505 6871
1037 1507 11398
3252 1508 1947
482 1509 11612
1826 1510 5639
268 1512 3005
416 1513 11723
3130 1514 10473
2296 1516 6781
3141 1519 4883
2045 1520 6880
2548 1521 9690
16 1522 8503
1963 1523 12608
2804 1524 3121
979 1527 6489
2959 1528 6807
253 1529 13460
1047 1530 9128
1252 1531 7380
6 1532 12873
358 1533 11074
549 1534 12019
431 1535 10750
2786 1537 8664
2525 1538 2572
881 1539 14405
2421 1540 4336
943 1541 3780
2099 1542 4545
993 1543 9176
1083 1544 1323
1606 1545 3740
2640 1546 5445
254 1547 14118
1463 1548 4359
1935 1550 13740
343 1551 14563
1029 1552 2196
2380 1553 13209
354 1554 4869
2244 1555 5162
3005 1556 1983
174 1557 3054
2868 1558 14107
393 1559 5421
289 1560 792
1323 1561 1797
2921 1562 4199
2485 1563 7358
2011 1564 5011
2505 1565 5498
3257 1566 9673
1445 1567 6099
1784 1568 14395
1526 1569 5
940 1572 9274
258 1574 605
3037 1575 10957
35 1577 13848
599 1578 12590
2825 1579 1327
1806 1580 9625
2406 1582 12011
173 1583 9513
1354 1584 3357
2328 1585 4654
1293 1586 5781
155 1587 1643
382 1588 2910
1878 1589 2014
2188 1590 8347
2014 1591 13783
1659 1593 254
1284 1594 8782
3081 1595 3836
2105 1596 13100
585 1597 13183
2282 1598 6069
2413 1599 6866
3053 1600 13505
3149 1601 10519
2509 1602 9330
2180 1603 1544
967 1604 8296
2589 1605 11359
2438 1606 1307
186 1608 12614
2379 1609 3228
1104 1610 1795
2033 1611 2663
766 1612 11918
1596 1613 808
44 1614 10436
150 1616 12095
3058 1617 5590
342 1618 11091
2345 1619 11052
2846 1620 11955
48 1621 12034
2947 1622 414
637 1624 8734
3243 1625 12142
2273 1626 6794
1859 1627 7239
250 1628 11767
2878 1629 5651
2320 1630 2435
230 1631 2712
102 1632 14264
1868 1633 13626
144 1635 8191
78 1636 13985
1922 1637 6225
1899 1638 12842
1405 1640 1243
671 1642 1415
2552 1644 4261
338 1645 2285
329 1646 691
463 1647 6400
2110 1649 150
456 1650 12995
2385 1651 3971
2850 1652 12464
1374 1653 3021
2537 1654 2469
1461 1655 5235
2864 1656 11446
1472 1657 903
694 1659 2769
325 1660 3247
3063 1662 9391
3040 1663 11426
1003 1664 3226
1941 1665 1656
2725 1666 3034
802 1667 9054
95 1668 6603
515 1669 2011
2415 1670 6833
1901 1671 2979
503 1672 3313
1601 1673 769
1839 1674 2552
2976 1675 10158
2650 1676 3492
2808 1677 1726
3200 1678 12819
291 1679 7404
1235 1680 8714
1021 1681 1136
1934 1682 6419
2446 1683 13776
1085 1684 1159
310 1686 10399
1446 1688 10271
884 1689 2055
925 1690 8450
581 1691 13491
3197 1692 6613
259 1693 11810
2160 1694 759
1788 1695 5674
2147 1696 13332
865 1698 5087
3249 1699 12155
2973 1700 269
2248 1701 13729
2744 1702 6341
176 1703 4073
427 1704 13497
2095 1705 3020
631 1707 335
2988 1708 14097
885 1709 8630
1503 1711 5950
1370 1712 1121
2668 1713 11042
11 1714 4708
3087 1715 14633
3202 1716 5148
2573 1717 12332
779 1718 1605
351 1719 5578
934 1720 5653
367 1721 12475
616 1722 13428
3091 1723 7535
2950 1724 12276
1541 1725 802
1577 1726 865
2170 1728 12537
2874 1729 14606
539 1730 8215
1136 1731 10803
2401 1733 10589
3056 1734 1267
100 1735 7268
1879 1736 13537
1991 1737 1824
2859 1738 7463
3109 1739 9882
279 1740 2882
2423 1741 13462
2315 1742 5996
1643 1744 2690
1591 1745 8043
597 1746 11672
1092 1747 11366
2068 1748 879
2326 1749 3982
1876 1750 8552
3073 1751 13432
79 1752 3940
724 1753 3533
1244 1754 13804
801 1756 3587
657 1757 3174
1296 1758 592
1395 1759 8650
313 1760 12476
1238 1761 931
121 1762 9778
1438 1763 1042
3150 1764 5902
477 1765 12712
989 1766 4446
84 1768 116
2893 1769 10014
1343 1770 9173
1552 1771 119
3101 1772 6969
236 1773 5959
2378 1775 2151
3076 1776 4546
1636 1777 1190
2339 1778 12643
2444 1780 12166
2508 1781 8224
2527 1782 8014
2590 1783 12378
2189 1784 13532
2003 1785 13841
1918 1786 2104
1332 1789 3318
1210 1790 11889
452 1793 630
2057 1794 5150
1352 1796 1658
2323 1797 9096
742 1798 9073
2240 1799 2616
3183 1801 13995
2291 1802 10092
2627 1803 1600
432 1804 12747
1920 1805 4354
1565 1806 6399
1916 1807 10527
1322 1808 13069
1078 1809 10568
417 1810 12061
1496 1811 5163
2534 1812 12050
331 1813 9873
3115 1816 3662
3041 1817 459
2661 1818 8037
2855 1819 12923
2020 1820 12216
538 1821 2377
1174 1822 3442
2185 1823 3761
1026 1826 6653
1687 1827 3132
455 1828 4001
565 1829 5637
2283 1831 4989
2565 1833 11526
2768 1834 14652
449 1835 11908
281 1837 4796
2678 1838 11868
2193 1839 12415
2513 1841 13673
2914 1842 9310
2546 1843 13621
2840 1844 2821
1114 1845 13063
1408 1847 1375
2759 1848 6683
227 1849 7588
1030 1850 3924
706 1851 7497
1656 1852 11781
1057 1853 189
2610 1854 2243
2836 1855 8360
3176 1856 12215
2475 1858 54
2584 1859 12211
3213 1860 6847
3042 1862 3845
3103 1863 13798
104 1866 8893
1928 1867 13056
2555 1868 13570
2452 1869 8131
1190 1870 5202
2330 1871 8117
1723 1872 11745
2834 1873 4242
2490 1875 11842
60 1876 6300
1810 1877 12032
1345 1878 11941
240 1879 12496
3128 1880 2903
2697 1881 8130
3012 1882 9978
1793 1884 13297
2613 1885 8362
2989 1886 6791
1807 1887 2714
1196 1888 11966
2720 1889 9178
1066 1890 126
2966 1891 3787
1956 1892 11178
1979 1893 14695
2671 1894 6990
2433 1897 1092
2990 1898 14144
197 1900 1339
314 1901 9271
919 1902 10968
3001 1903 3284
1179 1904 3964
2682 1905 3659
3082 1906 11690
2001 1907 9219
2108 1908 13910
809 1909 9965
873 1910 10070
2332 1912 5610
2723 1913 253
54 1914 12899
1186 1915 10963
787 1916 12338
3147 1917 1120
2187 1918 10285
2351 1919 13614
1874 1920 7985
2522 1921 6084
1124 1922 9291
366 1923 3158
1151 1925 3117
1263 1926 371
2977 1927 8744
1129 1928 11476
748 1930 9209
592 1931 10704
2067 1932 14590
2540 1933 8952
70 1935 13582
205 1936 1821
356 1937 13336
1801 1938 14627
2222 1939 14658
2515 1940 5985
701 1941 1070
3229 1943 3196
153 1944 355
2424 1945 1108
1762 1946 3144
2079 1947 3441
1090 1948 3864
1797 1949 11142
580 1950 11389
1465 1951 10852
129 1952 9020
2928 1953 3530
2979 1954 191
524 1955 11598
798 1956 7110
1734 1957 3260
2702 1958 11528
3099 1959 5129
2154 1960 9304
896 1961 10406
2877 1962 8161
1579 1963 10960
2636 1964 10881
1302 1965 4672
3211 1966 7522
2084 1967 5145
2913 1968 6582
1141 1969 12787
2605 1971 2748
2904 1973 4911
364 1974 1107
513 1976 7521
2325 1977 2333
2304 1978 4752
2093 1979 8210
57 1980 11864
916 1981 3344
3244 1983 4005
1272 1985 5260
2831 1986 2886
1012 1987 5316
2541 1988 10460
2429 1990 1297
1181 1991 13682
1590 1992 13330
1381 1993 3363
1726 1994 13699
2929 1995 5664
481 1996 13826
442 1997 8970
1779 1998 11751
2056 1999 12350
2354 2003 11093
2788 2004 6928
2778 2005 6717
492 2006 2666
1459 2007 7744
2919 2008 7274
2331 2009 6978
2949 2010 7408
1816 2011 1757
32 2012 11618
2551 2013 4020
2012 2014 7118
2312 2015 6506
1889 2016 7409
2500 2017 4231
2118 2018 4810
1028 2019 5597
2288 2020 283
2403 2021 9376
1310 2023 7324
2262 2024 2518
22 2026 8632
27 2027 10453
3019 2028 2323
2327 2029 9416
271 2030 947
537 2031 12299
618 2032 11217
1342 2033 13113
720 2035 11381
2447 2036 11069
2987 2037 2446
3156 2038 8535
1230 2040 10086
2191 2042 9591
1609 2045 13425
1289 2047 239
2871 2048 4387
834 2049 2820
1397 2052 10543
2967 2053 5492
2803 2054 8600
765 2055 9190
3146 2056 2047
2827 2058 9727
2377 2059 3122
3259 2061 11757
2481 2062 11445
2065 2063 11923
1473 2064 12133
522 2065 13112
1188 2066 5384
2357 2067 4535
181 2068 11963
746 2069 10369
2038 2070 2255
376 2071 9180
5 2072 4871
199 2073 1117
2194 2075 12434
2459 2076 9029
822 2077 9753
3117 2078 5138
411 2080 5444
245 2081 4487
