org_id remap_id freebase_id
2276 2742 10116
391 2749 2640
1099 2754 5394
2141 2763 5954
1739 2772 10032
915 2779 6836
2951 2783 5042
556 2784 8050
3041 2785 459
121 2789 9778
1041 2791 13446
31 2798 2358
1183 2803 14300
1731 2816 4488
2961 2821 12656
1495 2827 2610
2263 2831 5554
2445 2832 14125
2766 2833 2961
2179 2834 6767
135 2839 3061
400 2840 5083
1628 2844 7810
2027 2846 3482
1188 2858 5384
273 2864 3461
1494 2871 8742
2003 2875 13841
2770 2882 13540
2253 2889 6838
2785 2891 6177
2243 2899 12684
3102 2903 12217
3167 2904 2993
2270 2905 8399
2564 2906 5886
2818 2909 8060
936 2920 7314
1593 2921 13371
125 2925 7454
2639 2926 5298
2556 2930 12650
2444 2933 12166
398 2935 541
268 2947 3005
1354 2955 3357
1489 2959 6028
2562 2962 5320
1730 2978 12291
445 2989 13228
1037 3007 11398
2917 3019 7853
2173 3026 293
1097 3027 4006
1353 3028 2362
1746 3039 7234
1588 3047 4817
2024 3049 10756
2786 3052 8664
164 3053 3237
2781 3060 9817
2775 3062 1085
3173 3063 4515
2558 3070 11509
2394 3074 12037
2398 3075 4599
2121 3078 10190
2260 3080 4207
1028 3081 5597
2916 3093 11895
452 3098 630
2649 3113 5497
2126 3115 1990
519 3119 4168
2777 3121 10073
1925 3122 3159
7 3130 7940
1220 3134 4952
450 3137 9622
2954 3139 1074
2447 3142 11069
1219 3146 5285
1186 3149 10963
3 3159 4013
2787 3169 11392
1812 3172 9368
1357 3176 11272
1592 3189 10549
300 3203 10438
555 3206 14680
1719 3218 1647
2115 3222 4156
1296 3227 592
309 3230 13485
1031 3239 12311
2120 3242 2001
446 3244 3626
1358 3245 3048
1486 3246 9908
